id,name_en,juz_id,name_ar,text,
99,Al-Zalzala,الزلزلة,1,Surat Al-Zalzala the 99th chapter of the Quran meaning "The Earthquake" vividly portrays the cataclysmic events of the Day of Judgment. The surah begins by describing the earth's convulsions and its disclosure of its burdens as well as the deeds of humanity illustrating the meticulous recording of every individual's actions. It emphasizes the gravity of even the smallest deeds suggesting that on that day people will witness their deeds and the divine justice will be manifested. The surah further underscores the concept of accountability with individuals being shown a detailed record of their deeds. Al-Zalzala serves as a powerful reminder of the ultimate reckoning and the significance of leading a righteous life in preparation for the Hereafter.
100,Al-Adiyat,العاديات,1,Surat Al-Adiyat the 100th chapter of the Quran is a powerful and evocative passage that vividly describes the tumultuous scenes of battle emphasizing the ungratefulness and heedlessness of humans towards their Creator. The surah opens with a portrayal of galloping warhorses striking fear into the hearts of the disbelievers as they charge into battle with a thunderous sound. The imagery serves as a metaphor for the reckoning that awaits those who ignore the signs of God's existence and reject the guidance provided. Al-Adiyat urges reflection on the transient nature of life the accountability of deeds and the ultimate Day of Judgment emphasizing the importance of gratitude and mindfulness in acknowledging God's mercy and guidance amidst the trials and tribulations of existence.
101,Al-Qaria,القارعة,1,Surat Al-Qaria also known as "The Striking Calamity" or "The Day of Noise and Clamor" is the 101st chapter of the Quran. It vividly describes the Day of Judgment emphasizing the profound impact it will have on all of humanity. The surah draws attention to the pivotal event when people's deeds will be weighed and scrutinized leading to either a contented or woeful existence in the afterlife. The striking imagery in the verses serves as a powerful reminder of the consequences of one's actions and the ultimate accountability that awaits every soul. Through its eloquent language Surat Al-Qaria aims to instill a sense of awe reflection and moral consciousness in the hearts of its readers underscoring the significance of leading a righteous life in preparation for the inevitable Day of Reckoning.
102,At-Takathur,التكاثر,1,Surat At-Takathur is the 102nd chapter of the Quran consisting of eight verses. Translated as "The Rivalry in Worldly Increase" or "The Piling Up of Wealth" it emphasizes the distraction and preoccupation of humans with material wealth and worldly competition diverting them from the ultimate purpose of life. The surah serves as a reminder of the transient nature of worldly possessions and the importance of focusing on spiritual growth and the afterlife. It encourages self-reflection on one's priorities and the consequences of neglecting the divine path in pursuit of ephemeral gains. Overall Surat At-Takathur underscores the significance of a balanced perspective that aligns with the values of faith and righteousness.
103,Al-Asr,العصر,1,Surat Al-Asr the 103rd chapter of the Quran is a brief yet profound passage consisting of three verses. It emphasizes the essence of time as a witness to the fundamental principles of faith righteous deeds and mutual counsel for truth and patience. The surah underscores the fleeting nature of human existence and highlights the critical importance of utilizing time wisely in pursuing virtuous actions and fostering communal guidance. Through its succinct verses Surah Al-Asr serves as a powerful reminder of the temporal nature of life and the significance of adhering to moral and ethical values in the face of challenges promoting a holistic understanding of the human journey towards spiritual fulfillment and societal harmony.
104,Al-Humaza,الهمزة,1,Surat Al-Humaza the 104th chapter of the Quran is a brief but powerful revelation that addresses the consequences of backbiting and slander. The name "Al-Humaza" translates to "The Slanderer" or "The One Who Backbites" and the surah vividly depicts the destructive nature of such actions. It condemns those who amass wealth and indulge in worldly pursuits without consideration for ethical conduct. The surah warns that on the Day of Judgment people will face the consequences of their deeds and the torment of Hell awaits those who engaged in harmful gossip and spoke ill of others. Overall Surah Al-Humaza serves as a poignant reminder of the importance of mindfulness in speech and conduct emphasizing the accountability individuals will face in the Hereafter for their actions and words in this world.
105,Al-fil,الفيل,1,Surat Al-Fil is the 105th chapter of the Quran consisting of five verses. It recounts the historical event of the destruction of the army led by Abraha the Abyssinian ruler who attempted to attack the Kaaba in Mecca with elephants. The surah highlights the divine intervention that protected the sacred sanctuary as Allah sent birds carrying stones to destroy the invading forces. Surat Al-Fil serves as a reminder of Allah's power and protection emphasizing the significance of faith and trust in the divine will. The narrative underscores the vulnerability of those who oppose the divine order and the ultimate supremacy of Allah's plan in preserving His sacred places.
106,Quraish, قريش,1,Surat Quraish the 106th chapter of the Quran is a brief yet powerful chapter consisting of four verses. It emphasizes the blessings and provisions bestowed upon the Quraysh tribe by Allah underscoring the importance of gratitude and acknowledging the divine source of sustenance. The Surah serves as a reminder to the Quraysh and by extension to all believers of the merciful care provided by Allah encouraging them to worship Him alone and recognize His benevolence in their lives. The concise and eloquent verses of Surah Quraish carry a profound message of gratitude humility and reliance on the divine for sustenance.
107,Al-Maun,الماعون,1,Surat Al-Ma'un the 107th chapter of the Quran is a brief yet powerful passage that emphasizes the fundamental values of compassion and social responsibility in Islam. The surah highlights the importance of small acts of kindness and assistance to others underscoring that true faith is manifested in practical deeds that benefit the community. It condemns those who neglect their fellow human beings and fail to fulfill basic societal obligations portraying a stark contrast between genuine piety and superficial religiosity. The message of Surat Al-Ma'un serves as a timeless reminder for believers to engage in acts of goodness and charity fostering a sense of communal well-being and reinforcing the moral fabric of society.
108,Al-Kauther,الكوثر,1,Surat Al-Kauther the 108th chapter of the Quran is a brief yet profound revelation that holds deep spiritual significance in Islam. Comprising only three verses it emphasizes the abundance of divine blessings and mercy bestowed upon the Prophet Muhammad (peace be upon him). The term "Al-Kauther" itself translates to "abundance" or "goodness" symbolizing the multitude of blessings that Allah has granted to the Prophet. The surah underscores the importance of gratitude and devotion to Allah urging believers to offer prayers and sacrifices in His name. Through its concise verses Surat Al-Kauther serves as a reminder of the limitless generosity of Allah and encourages believers to reflect on the significance of spiritual abundance in their lives.
109,Al-Kafiroon,الكافرون,1,Surat Al-Kafirun the 109th chapter of the Quran is a short but impactful chapter that emphasizes the clear distinction between the belief of Muslims and the disbelief of non-believers. The surah succinctly conveys the Islamic concept of monotheism and rejects any form of polytheism or association of partners with Allah. It serves as a powerful declaration of the uncompromising faith of Muslims urging them to remain steadfast in their beliefs despite the opposition or rejection from those who do not share their faith. The verses encapsulate the essence of Islamic monotheism highlighting the irreconcilable differences between the paths of believers and disbelievers.
110,An-Nasr,النصر,1,Surat An-Nasr the 110th chapter of the Quran is a brief and profound revelation that emphasizes the concept of divine assistance and the ultimate victory granted by Allah. Comprising only three verses the surah is believed to have been revealed in the later stages of Prophet Muhammad's life in Medina. It opens with an announcement of a clear and imminent triumph urging believers to glorify and seek forgiveness from their Lord. The surah serves as a reminder of the transitory nature of life and the importance of gratitude and devotion to Allah who bestows success and support to those who follow His guidance. The concise yet powerful verses convey a message of hope gratitude and acknowledgment of the Divine's role in shaping the destiny of believers.
111,Al-Masadd,المسد,1,Surat Al-Masad also known as Surah Al-Lahab is the 111th chapter of the Quran. It is a brief but powerful surah that denounces Abu Lahab the uncle of the Prophet Muhammad and his wife Umm Jamil for their opposition to Islam. The surah vividly describes the fate that awaits them in the afterlife emphasizing the consequences of their disbelief and hostility towards the Prophet. Despite its brevity Surah Al-Masad serves as a stern warning about the consequences of rejecting the message of Islam and highlights the divine justice that will prevail in the hereafter.
112,Al-Ikhlas,الإخلاص,1,Surat Al-Ikhlas the 112th chapter of the Quran is a concise yet profound declaration of the oneness and uniqueness of Allah. Comprising four verses it emphasizes the absolute unity of God transcending any comparison or association with created beings. The surah conveys the concept of Tawhid highlighting that Allah is self-sufficient eternal and incomparable. It serves as a powerful reminder for believers to recognize and worship the one true God devoid of any partners or rivals. Surat Al-Ikhlas encapsulates the essence of monotheism providing a succinct and clear affirmation of the core principle of Islamic faith.
113,Al-Falaq,الفلق,1,Surat Al-Falaq the 113th chapter of the Quran is a short yet powerful chapter that seeks refuge and protection from the evils of the unseen world. Comprising five verses it emphasizes seeking Allah's safeguard against the darkness of ignorance jealousy and malevolent forces. The Surah underscores the recognition of Allah as the ultimate protector and the importance of relying on Him for refuge from harm. With its concise verses Surah Al-Falaq serves as a spiritual guide encouraging believers to turn to Allah in times of vulnerability and to place their trust in His divine protection against the various adversities that may exist beyond human perception.
114,An-Nas,الناس,1,Surat An-Nas the 114th chapter of the Quran is a brief yet powerful invocation seeking refuge in Allah from the evil whispers and influences of the unseen forces. Comprising six verses it emphasizes the inherent vulnerability of humanity to negative external influences urging believers to seek Allah's protection against the whispers of Satan and malevolent beings. The surah serves as a reminder of the constant need for divine guidance and safeguarding against spiritual harm encouraging Muslims to turn to Allah in moments of vulnerability and to cultivate a steadfast reliance on Him for protection and guidance in their daily lives.
